아파트명,면적,층수,구,동,년수,거래_날짜,가격,브랜드
건영2차아파트,84.96,24,중랑구,상봉동,28,20240106,6.8,기타
중앙하이츠,84.97,6,중랑구,신내동,28,20240106,5.5,기타
래미안아트리치,59.98,6,성북구,석관동,5,20240106,8.1,래미안
월곡두산위브,59.86,16,성북구,하월곡동,21,20240106,6.55,기타
길음뉴타운2단지푸르지오,84.97,5,성북구,길음동,19,20240106,8.25,푸르지오
구산,124.28,2,은평구,구산동,19,20240106,5.4,기타
동익파크1동(355-95),84.98,6,은평구,구산동,33,20240106,4.25,기타
두산위브트레지움,59.82,11,강북구,미아동,13,20240106,6.5,기타
두산위브트레지움,59.99,17,강북구,미아동,13,20240106,6.44,기타
미성,50.14,5,노원구,월계동,38,20240106,6.38,기타
주공17단지,36.16,7,도봉구,창동,35,20240106,3.3,기타
주공17단지,36.16,14,도봉구,창동,35,20240106,3.4,기타
중계그린1단지,49.5,6,노원구,중계동,34,20240106,5.139,기타
중계그린1단지,49.85,12,노원구,중계동,34,20240106,4.85,기타
성원팰리스,82.7,4,도봉구,쌍문동,20,20240106,4.6,기타
상계주공3(고층),58.01,2,노원구,상계동,37,20240106,6.65,기타
상계주공10(고층),58.01,7,노원구,상계동,36,20240106,5.95,기타
상계주공10(고층),58.01,4,노원구,상계동,36,20240106,6.2,기타
상계주공12(고층),49.94,12,노원구,상계동,36,20240106,4.5,기타
보람아파트,44.33,2,노원구,상계동,36,20240106,3.75,기타
상계주공16(고층),59.39,12,노원구,상계동,36,20240106,4.83,기타
서원,49.77,18,도봉구,도봉동,28,20240106,3.1,기타
상계대림e편한세상,55.77,5,노원구,상계동,22,20240106,4.2,기타
수락리버시티4단지,59.9,6,노원구,상계동,15,20240106,5.7,기타
가락금호아파트,85,14,송파구,가락동,27,20240107,12.8,기타
온수힐스테이트,84.97,11,구로구,온수동,14,20240107,7.725,힐스테이트
대림,68.78,9,송파구,가락동,36,20240107,8.98,기타
신길센트럴아이파크,59.97,12,영등포구,신길동,5,20240107,10.2,기타
신동아리버파크,59.67,22,동작구,노량진동,23,20240107,8.05,기타
파크리오,84.79,16,송파구,신천동,16,20240107,20.7,기타
도화동현대,128.26,5,마포구,도화동,28,20240107,12,기타
정은스카이빌(959),68.18,2,양천구,목동,18,20240107,5.5,기타
정은스카이빌(959),68.18,2,양천구,목동,18,20240107,5.5,기타
신공덕1차삼성래미안1아파트,59.76,19,마포구,신공덕동,24,20240107,11.3,래미안
공덕아이파크,84.96,11,마포구,신공덕동,11,20240107,12.4,기타
대흥동태영아파트,59.4,12,마포구,대흥동,25,20240107,10,기타
염리삼성래미안,114.48,16,마포구,염리동,23,20240107,14.4,래미안
대림e-편한세상,59.96,10,성동구,행당동,24,20240107,9.15,기타
대림e-편한세상,84.87,8,성동구,행당동,24,20240107,10.9,기타
래미안위브,121.94,2,동대문구,답십리동,10,20240107,13.4,래미안
한신아파트상가동유치원동(103~109),59.76,10,중랑구,중화동,27,20240107,6.2,기타
녹번역e편한세상캐슬,84.92,2,은평구,응암동,3,20240107,11,기타
삼성,84.95,12,동대문구,이문동,23,20240107,8.07,기타
이문삼성래미안아파트,84.95,12,동대문구,이문동,23,20240107,8.07,래미안
건영2차,74.25,23,중랑구,신내동,28,20240107,6.25,기타
동신,71.77,7,노원구,월계동,41,20240107,5.4,기타
강남엘에이치1단지,84.84,3,강남구,세곡동,11,20240108,13.45,기타
송파더센트레,51.82,17,송파구,장지동,11,20240108,8.8,기타
한양수자인에듀힐즈,84.95,11,구로구,항동,5,20240108,8.3,기타
관악캠퍼스타워,35.76,13,관악구,봉천동,26,20240108,2.17,기타
상록수,74.54,1,강남구,일원동,31,20240108,18,기타
프라비다M,30.12,15,관악구,봉천동,10,20240108,3.1,기타
대림(169-8),125.4,11,동작구,사당동,34,20240108,13.5,기타
한일유앤아이,84.96,18,구로구,구로동,18,20240108,6.45,기타
사당자이,114.94,14,동작구,사당동,25,20240108,9.5,자이
구로두산,44.64,19,구로구,구로동,26,20240108,4.35,기타
관악드림(동아),114.75,13,관악구,봉천동,21,20240108,9.9,기타
현대홈타운,59.49,27,구로구,개봉동,23,20240108,6,기타
주공1,73.08,9,구로구,구로동,38,20240108,7.4,기타
롯데낙천대,55.46,14,동작구,신대방동,21,20240108,7.5,기타
순영웰라이빌1차,59.5,17,구로구,구로동,21,20240108,5,기타
대우디오빌,30.03,9,강남구,역삼동,22,20240108,3,기타
보라매에스케이뷰,59.98,16,영등포구,신길동,4,20240108,11.6,기타
신길센트럴자이아파트,59.98,3,영등포구,신길동,3,20240108,10.4,자이
신부파스카빌,65.02,4,송파구,석촌동,21,20240108,5.4,기타
대림1,59.88,9,구로구,신도림동,25,20240108,8,기타
래미안원베일리,59.96,17,서초구,반포동,1,20240108,28,래미안
래미안원베일리,59.96,17,서초구,반포동,1,20240108,28,래미안
래미안원베일리,59.96,17,서초구,반포동,1,20240108,28,래미안
목동2삼성래미안,59.92,7,양천구,신정동,23,20240108,7.95,래미안
현대레이크빌1,168.74,23,송파구,송파동,25,20240108,14.5,기타
프리가,13.66,14,영등포구,신길동,11,20240108,1,기타
한신로얄,81.23,4,서초구,잠원동,32,20240108,18.2,기타
롯데캐슬골드,166.7,28,송파구,신천동,19,20240108,26,롯데캐슬
목동센트럴아이파크위브2단지,59.88,10,양천구,신월동,4,20240108,8.9,기타
올림픽선수기자촌3단지,83.06,20,송파구,방이동,36,20240108,18,기타
한가람,59.88,15,용산구,이촌동,26,20240108,15.4,기타
한강극동,59.26,8,송파구,풍납동,29,20240108,8.75,기타
당산현대3차,84.5,6,영등포구,당산동4가,36,20240108,11.05,기타
한강현대,83.45,14,광진구,자양동,31,20240108,10.5,기타
당산디오빌,28.86,8,영등포구,당산동5가,19,20240108,3.5,기타
강동렘브란트,15.86,11,강동구,길동,10,20240108,1.2,기타
천호네스빌,33.93,5,강동구,천호동,21,20240108,2.6,기타
한남하이츠,177.12,6,성동구,옥수동,42,20240108,35.5,기타
삼성,72.19,13,마포구,도화동,27,20240108,12.7,기타
신동아파밀리에,84.55,3,광진구,광장동,17,20240108,13.2,기타
광진코지웰,15.63,3,광진구,화양동,10,20240108,1.33,기타
"우장산아이파크,이편한세상",84.97,19,강서구,화곡동,16,20240108,12.15,기타
벽산솔렌스힐,84.96,8,마포구,신수동,17,20240108,9.94,기타
벽산솔렌스힐,84.961,8,마포구,신수동,17,20240108,9.94,기타
마포현대,59.95,2,마포구,공덕동,36,20240108,8.1,기타
마포현대,59.95,2,마포구,공덕동,36,20240108,8.1,기타
마포트라팰리스2차,104.89,8,마포구,아현동,16,20240108,11.5,기타
프라이어팰리스,84.99,4,강동구,암사동,17,20240108,11.25,기타
마포그랑자이(2단지),84.99,4,마포구,대흥동,4,20240108,14.75,자이
우장산롯데캐슬,85,17,강서구,화곡동,21,20240108,9.9,롯데캐슬
대림e-편한세상,59.96,5,성동구,행당동,24,20240108,9.1,기타
충정리시온,45.75,7,서대문구,충정로3가,20,20240108,5.3,기타
고덕리엔파크1단지,84.83,12,강동구,강일동,13,20240108,9.7,기타
고덕리엔파크1단지,84.83,12,강동구,강일동,13,20240108,9.7,기타
힐스테이트신촌,84.96,13,서대문구,북아현동,4,20240108,13.35,힐스테이트
마곡엠밸리8단지,84.88,6,강서구,마곡동,8,20240108,12.7,기타
마곡힐스테이트,59.99,8,강서구,마곡동,7,20240108,10.9,힐스테이트
답십리파크자이,49.27,2,동대문구,답십리동,5,20240108,7.98,자이
텐즈힐(1단지),59.88,14,성동구,하왕십리동,9,20240108,13,기타
텐즈힐(1단지),59.88,14,성동구,하왕십리동,9,20240108,13,기타
DMC래미안클라시스,84.95,5,서대문구,남가좌동,24,20240108,8,래미안
창신쌍용2,64.66,9,종로구,창신동,31,20240108,5.75,기타
삼선푸르지오,59.95,3,성북구,삼선동2가,16,20240108,6.8,푸르지오
마젤란21,84.74,15,중랑구,면목동,17,20240108,7.48,기타
주함해븐타워,37.42,16,중랑구,상봉동,9,20240108,2.53,기타
길음뉴타운1단지(래미안길음1차),59.99,3,성북구,길음동,21,20240108,7.1,래미안
래미안아트리치,59.42,18,성북구,석관동,5,20240108,8.25,래미안
대경아르체아파트,29.99,4,은평구,대조동,3,20240108,3.9,기타
길음뉴타운2단지푸르지오,143.43,14,성북구,길음동,19,20240108,8.7,푸르지오
래미안트리베라1단지,59.6,10,강북구,미아동,14,20240108,6.8,래미안
신도브래뉴,51.86,10,중랑구,묵동,20,20240108,4.1,기타
삼각산아이원,84.71,4,강북구,미아동,21,20240108,6,기타
한진한화그랑빌,59.94,12,노원구,월계동,22,20240108,6.98,기타
정릉풍림아이원,59.88,3,성북구,정릉동,19,20240108,4.84,기타
베로니스,26.35,4,은평구,불광동,5,20240108,2.67,기타
주공1단지,41.3,2,강북구,번동,33,20240108,4,기타
풍림아파트B,31.32,3,노원구,공릉동,23,20240108,2.95,기타
푸르지오시티,18.65,14,강북구,미아동,10,20240108,1.35,푸르지오
상계주공6(고층),41.3,7,노원구,상계동,36,20240108,4.9,기타
쌍용,135,20,도봉구,창동,27,20240108,9,기타
성원상떼빌,84.98,9,강북구,우이동,34,20240108,5.45,기타
이에스에이아파트3,84.87,11,도봉구,방학동,20,20240108,5.8,기타
방학지음재힐스,14.86,5,도봉구,방학동,6,20240108,1.15,기타
상계현대3차,84.96,1,노원구,상계동,25,20240108,5.85,기타
수락리버시티3단지,84.88,10,노원구,상계동,15,20240108,6.05,기타
벽산,84.99,18,금천구,시흥동,24,20240109,5.39,기타
서초포레스타3단지,59.96,5,서초구,신원동,10,20240109,10.8,기타
금천현대,59.82,17,금천구,독산동,22,20240109,5.45,기타
강남한양수자인(4단지),84.99,7,강남구,자곡동,10,20240109,14.8,기타
개포래미안포레스트,59.96,29,강남구,개포동,4,20240109,18.7,래미안
디에이치아너힐즈,59.81,20,강남구,개포동,5,20240109,21.7,기타
샘터마을,101.97,13,강남구,일원동,30,20240109,17.1,기타
두산,84.87,12,관악구,봉천동,24,20240109,9.8,기타
관악푸르지오,59.58,5,관악구,봉천동,20,20240109,6.9,푸르지오
관악푸르지오,59.58,5,관악구,봉천동,20,20240109,6.9,푸르지오
사당자이,114.94,2,동작구,사당동,25,20240109,9.15,자이
사당우성3,46.75,13,동작구,사당동,31,20240109,6.85,기타
송파시그니처롯데캐슬,59.98,9,송파구,거여동,3,20240109,11.3,롯데캐슬
현대,84.99,9,구로구,개봉동,23,20240109,8,기타
주공1,84.87,9,구로구,구로동,38,20240109,8.2,기타
래미안그레이튼(진달래2차),59.78,19,강남구,역삼동,14,20240109,18.8,래미안
역삼푸르지오,84.91,8,강남구,역삼동,18,20240109,23.5,푸르지오
동부골든,113.43,11,구로구,오류동,26,20240109,6.17,기타
신길레전드힐스,13.74,14,영등포구,신길동,11,20240109,0.9,기타
명수대현대,112.29,15,동작구,흑석동,36,20240109,18,기타
신반포4,107.39,8,서초구,잠원동,45,20240109,28.3,기타
한신휴플러스,84.84,5,동작구,본동,20,20240109,9.4,기타
한양수자인어반게이트,16.2,6,강남구,논현동,11,20240109,2.1,기타
목동신시가지12,71.64,7,양천구,신정동,36,20240109,13.95,기타
현대3차,84.55,4,영등포구,문래동5가,33,20240109,7.25,기타
아이파크,175.05,33,강남구,삼성동,20,20240109,90,기타
정은스카이빌(1044),51.67,11,양천구,신월동,18,20240109,4.2,기타
파크리오,121.63,12,송파구,신천동,16,20240109,25.5,기타
삼정그린뷰,84.14,13,양천구,신월동,19,20240109,6.3,기타
금호1,59.88,13,양천구,목동,27,20240109,10.9,기타
신동아1,84.93,7,용산구,보광동,32,20240109,23.4,기타
청담현대3차아파트,109.53,17,강남구,청담동,25,20240109,35,기타
자양현대5,114.63,3,광진구,자양동,26,20240109,10.5,기타
궁전,59.76,5,양천구,신월동,25,20240109,3.7,기타
현대2차,80.92,3,영등포구,양평동3가,34,20240109,9.3,기타
대원칸타빌2,119.46,7,양천구,목동,21,20240109,15.3,기타
래미안강동팰리스,84.97,36,강동구,천호동,7,20240109,13.5,래미안
건영,84.9,2,양천구,목동,30,20240109,6.3,기타
펜트라우스,104.29,12,마포구,신공덕동,13,20240109,15.8,기타
현대,71.05,7,성동구,옥수동,34,20240109,12.3,기타
현대파크빌,59.55,16,광진구,광장동,24,20240109,11.95,기타
아크로서울포레스트,198.219,24,성동구,성수동1가,4,20240109,93,기타
아크로서울포레스트,198.22,24,성동구,성수동1가,4,20240109,93,기타
루나클래식2,19.36,9,강서구,염창동,1,20240109,3.25,기타
루나클래식2,19.36,10,강서구,염창동,1,20240109,3.27,기타
마포한강푸르지오,119.99,29,마포구,합정동,9,20240109,23,푸르지오
금호자이2차,59.99,1,성동구,금호동3가,12,20240109,10.4,자이
마곡에이치밸리움,52.22,8,강서구,내발산동,1,20240109,6.5,기타
한강2차대주피오레,84.97,12,마포구,망원동,21,20240109,11,기타
신금호파크자이,84.98,12,성동구,금호동2가,8,20240109,15.65,자이
고덕아르테온,84.97,7,강동구,상일동,4,20240109,15.4,기타
염창동한강우성,84.11,3,강서구,염창동,34,20240109,7.96,기타
마포래미안푸르지오2단지,114.73,21,마포구,아현동,10,20240109,21.2,래미안
우장산힐스테이트,84.98,6,강서구,내발산동,19,20240109,9.5,힐스테이트
대림e-편한세상,84.87,5,성동구,행당동,24,20240109,10.8,기타
두영이지안,71.42,9,마포구,망원동,20,20240109,6.7,기타
극동미라주,84.33,7,성동구,하왕십리동,23,20240109,8.9,기타
래미안힐스테이트고덕,84.9,14,강동구,고덕동,8,20240109,13.6,힐스테이트
왕십리풍림아이원,84.42,3,성동구,하왕십리동,20,20240109,9.3,기타
은하수드림필,84.98,2,동대문구,장안동,18,20240109,5.9,기타
삼정아트테라스정동,22.1,4,중구,정동,4,20240109,3.8,기타
두산,84.83,2,동대문구,답십리동,24,20240109,7.65,기타
삼전솔하임4차,15.09,15,종로구,숭인동,10,20240109,1.35,기타
용마산하늘채,84.8,1,중랑구,면목동,9,20240109,7.93,기타
DMC파크뷰자이2단지,84.97,19,서대문구,남가좌동,9,20240109,11.1,자이
래미안미드카운티,59.98,19,동대문구,답십리동,5,20240109,10.21,래미안
방화그린,49.77,1,강서구,방화동,31,20240109,4.11,기타
대성,62.12,6,서대문구,북가좌동,22,20240109,2.64,기타
리더스,29.03,5,중랑구,상봉동,5,20240109,2.95,기타
포시티,14.86,3,중랑구,상봉동,10,20240109,0.94,기타
홍은동벽산,58.64,8,서대문구,홍은동,27,20240109,5.95,기타
녹번역e편한세상캐슬,59.96,5,은평구,응암동,3,20240109,8.7,기타
돈암동삼성,84.59,7,성북구,돈암동,25,20240109,7.215,기타
돈암동삼성,84.59,7,성북구,돈암동,25,20240109,7.215,기타
래미안크리시엘,59.99,7,성북구,종암동,20,20240109,7,래미안
정릉힐스테이트,84.92,6,성북구,정릉동,20,20240109,7.5,힐스테이트
극동,74.23,2,중랑구,중화동,33,20240109,4.5,기타
길음뉴타운1단지(래미안길음1차),59.99,12,성북구,길음동,21,20240109,7.38,래미안
신동아파밀리에,84.92,1,성북구,석관동,13,20240109,7.5,기타
미아한일유앤아이,84.55,9,강북구,미아동,22,20240109,6.2,기타
정릉풍림아이원,59.88,3,성북구,정릉동,19,20240109,4.69,기타
벽산라이브파크,60,6,강북구,미아동,20,20240109,5.1,기타
삼성타운,71.77,6,강북구,수유동,16,20240109,3.4,기타
중계그린1단지,49.5,8,노원구,중계동,34,20240109,4.75,기타
금호1,70.13,15,도봉구,쌍문동,34,20240109,4.4,기타
신동아아파트2,84.82,12,도봉구,방학동,32,20240109,5.1,기타
신동아아파트2,84.86,11,도봉구,방학동,32,20240109,4.95,기타
경남아너스빌,59.99,8,노원구,중계동,22,20240109,5.4,기타
상계주공9(고층),49.94,7,노원구,상계동,36,20240109,5,기타
은빛2단지,49.77,15,노원구,상계동,26,20240109,3.85,기타
은빛2단지,49.77,8,노원구,상계동,26,20240109,4.2,기타
관악산휴먼시아2단지,84.97,12,관악구,신림동,16,20240110,6.5,기타
서초더샵포레,101.95,3,서초구,내곡동,10,20240110,15,기타
강남자곡아이파크,59.96,2,강남구,자곡동,10,20240110,11.35,기타
강남자곡아이파크,59.96,2,강남구,자곡동,10,20240110,11.35,기타
강남자곡아이파크,59.96,8,강남구,자곡동,10,20240110,12,기타
디에이치아너힐즈,59.75,26,강남구,개포동,5,20240110,21.25,기타
항동제일풍경채포레스트,84.66,17,구로구,항동,4,20240110,7.05,기타
갑을명가,81.65,4,동작구,사당동,18,20240110,7,기타
송파위례리슈빌,105.46,3,송파구,거여동,3,20240110,13.8,기타
까치마을,49.5,14,강남구,수서동,31,20240110,11.95,기타
이니그마빌-III,240.55,7,강남구,도곡동,18,20240110,57,기타
올림픽훼밀리타운,117.59,11,송파구,문정동,36,20240110,18.7,기타
