면적,층수,구,동,년수,가격,브랜드,등급
84.98,9,성동구,하왕십리동,8,16.7,기타,C
18.35,4,동대문구,장안동,9,1.05,기타,B
59.96,4,동대문구,답십리동,10,10,래미안,A
84.98,10,동대문구,답십리동,10,11.98,래미안,B
84.98,10,동대문구,답십리동,10,11.98,래미안,B
59.74,18,동대문구,답십리동,14,8.999,기타,C
70.03,15,동대문구,전농동,27,6.45,기타,A
59.59,16,서대문구,남가좌동,24,7.5,래미안,A
72.97,3,성북구,보문동6가,7,9.5,자이,B
72.97,3,성북구,보문동6가,7,9.5,자이,B
60.06,6,서대문구,홍제동,31,6.2,기타,B
82.95,11,성북구,보문동4가,13,8.1,기타,B
84.82,7,성북구,돈암동,18,7.25,기타,B
59.92,6,동대문구,이문동,24,5.6,기타,B
59.6,10,중랑구,신내동,32,3.8,기타,B
59.65,12,성북구,하월곡동,14,6.9,기타,C
134.97,11,성북구,석관동,26,9.5,기타,B
59.49,25,성북구,장위동,2,8.8,기타,C
59.95,14,중랑구,묵동,7,8.15,기타,C
134.43,10,은평구,진관동,14,10.65,기타,A
31.98,4,노원구,상계동,37,4.6,기타,C
84.66,19,노원구,중계동,27,5.99,기타,A
77.71,5,강북구,우이동,21,3.65,기타,A
59.95,4,구로구,개봉동,24,4.8,기타,B
84.97,11,관악구,신림동,16,6.48,기타,A
14.25,7,관악구,봉천동,12,1.28,기타,A
59.86,7,구로구,항동,5,6.4,기타,B
59.747,14,강남구,개포동,5,21,기타,C
59.75,14,강남구,개포동,5,21,기타,C
84.97,2,강남구,수서동,27,17.1,기타,C
84.71,3,구로구,오류동,15,5.6,기타,C
84.71,3,송파구,문정동,36,16.2,기타,C
53.46,14,강남구,개포동,41,17.6,기타,B
84.94,6,서초구,서초동,4,27.3,래미안,C
84.98,3,동작구,사당동,3,11,롯데캐슬,A
68.8,15,관악구,봉천동,32,7,기타,B
84.06,2,강남구,일원동,37,21,기타,C
111.69,2,구로구,개봉동,27,6.6,기타,A
84.81,5,강남구,역삼동,14,23.25,래미안,C
84.57,2,구로구,개봉동,25,7.45,기타,B
84.78,1,강남구,역삼동,22,10.9,기타,A
59.61,4,강남구,역삼동,19,19.25,기타,C
71.06,8,구로구,오류동,26,4.8,기타,B
59.85,12,동작구,흑석동,27,6.4,기타,A
59.85,9,동작구,흑석동,27,6.5,기타,A
84.97,19,강남구,역삼동,26,18.15,기타,A
59.98,1,영등포구,신길동,3,10.5,자이,B
84.98,2,양천구,신정동,5,13.15,자이,A
59.95,11,양천구,신월동,21,6.2,기타,B
121.53,5,영등포구,문래동3가,23,15.5,자이,B
50.67,8,양천구,신월동,36,5.5,기타,C
84.9,5,영등포구,문래동6가,27,8.85,기타,B
59.64,10,송파구,신천동,16,17.2,기타,A
84.82,18,양천구,목동,30,12.55,기타,A
84.82,12,용산구,이촌동,25,13.7,기타,A
42.02,2,영등포구,당산동3가,10,6.45,기타,B
71.95,11,양천구,신월동,22,4.4,기타,A
157.87,12,광진구,자양동,41,20,기타,C
46.24,11,용산구,한남동,7,8.7,기타,A
59.9,5,영등포구,양평동4가,24,7.9,기타,C
59.99,18,광진구,자양동,18,10.9,기타,B
84.87,6,영등포구,양평동5가,28,10.2,기타,B
113.87,4,마포구,도화동,26,11.4,기타,A
84.95,5,성동구,성수동1가,22,18.45,기타,C
84.76,12,양천구,목동,27,15.3,기타,B
113.52,7,성동구,옥수동,12,22.4,래미안,B
57.78,6,강동구,천호동,7,6.9,기타,B
147.46,4,강서구,내발산동,18,8,기타,A
84.93,3,강서구,염창동,20,8.2,기타,A
84.88,16,강동구,암사동,26,6.2,기타,A
84.95,4,강동구,상일동,4,14.5,기타,C
59.97,6,강서구,등촌동,26,6,기타,C
59.79,4,강동구,고덕동,5,11.7,기타,B
84.05,12,강동구,고덕동,5,15.5,기타,B
84.74,8,강동구,강일동,15,8.5,기타,B
41.85,1,강서구,등촌동,30,4.8,기타,B
16.76,10,성동구,하왕십리동,4,2.15,기타,A
84.83,10,강동구,강일동,15,8.8,기타,B
84.83,10,강동구,강일동,15,8.8,기타,B
84.97,7,강서구,방화동,20,7,기타,B
47.99,14,동대문구,용두동,20,4.8,기타,A
79.87,2,종로구,창신동,31,5.7,기타,A
84.9,7,마포구,상암동,19,10,기타,A
84.83,8,성북구,삼선동2가,16,8.25,기타,B
84.95,4,성북구,삼선동3가,12,8.4,기타,A
59.94,7,서대문구,홍제동,22,5.9,기타,B
68.13,17,성북구,돈암동,26,6.2,기타,B
11.48,10,동대문구,이문동,4,2,기타,C
15.79,12,동대문구,이문동,4,3,기타,B
59.64,16,성북구,돈암동,25,5.2,기타,B
59.64,16,성북구,돈암동,25,5.2,기타,C
59.76,10,중랑구,중화동,27,6.28,기타,B
56.5,5,은평구,녹번동,13,5.02,기타,A
59.4,13,중랑구,신내동,27,4.8,기타,B
84.97,10,강북구,미아동,14,9.2,래미안,B
84.47,26,성북구,장위동,2,11.1,기타,B
14.03,11,은평구,대조동,5,1.64,기타,B
49.6,10,노원구,공릉동,25,4.95,기타,C
84.65,5,노원구,공릉동,24,8.05,기타,B
84.65,5,노원구,공릉동,24,8.05,기타,B
59.94,19,노원구,공릉동,23,6.25,기타,B
84.99,2,강북구,수유동,32,5,기타,B
59.98,5,도봉구,창동,22,2.38,기타,A
41.3,5,노원구,상계동,36,4.27,기타,B
48.96,15,도봉구,쌍문동,36,3.4,기타,B
44.52,6,노원구,중계동,32,3.51,기타,B
84.66,9,노원구,중계동,27,5.82,기타,A
45.77,9,노원구,상계동,36,3.65,기타,A
71.39,2,금천구,독산동,8,8.8,롯데캐슬,C
84.88,20,금천구,독산동,20,6.55,기타,A
82.87,5,관악구,봉천동,17,6,기타,C
84.83,16,강남구,개포동,4,26,래미안,B
19.99,9,서초구,서초동,11,2.5,기타,A
59.96,6,동작구,사당동,33,7.65,기타,A
84.71,8,송파구,문정동,36,16.65,기타,C
73.02,7,강남구,개포동,41,22.5,기타,C
73.26,15,강남구,개포동,41,21.9,기타,C
44.64,8,구로구,구로동,26,4,기타,B
59.99,17,구로구,개봉동,18,6.95,기타,C
59.73,6,송파구,거여동,27,8.4,기타,B
84.99,10,서초구,서초동,20,12.6,기타,A
59.57,10,구로구,개봉동,25,6.8,기타,C
59.99,8,구로구,구로동,37,4.79,기타,B
132.86,7,송파구,오금동,39,13.3,기타,A
116.29,17,강남구,역삼동,18,29.8,기타,C
19.99,12,구로구,구로동,13,1.33,기타,B
64.66,21,송파구,송파동,12,13.8,래미안,A
114.87,19,영등포구,신길동,23,9.5,래미안,A
84.95,4,구로구,신도림동,23,10.3,기타,B
84.99,2,동작구,상도동,17,10.6,기타,B
66.23,15,동작구,흑석동,36,13.2,기타,B
134.25,5,동작구,대방동,31,16.7,기타,C
59.67,16,동작구,노량진동,23,8.2,기타,B
49.99,2,양천구,신정동,24,4.5,기타,A
84.82,17,송파구,잠실동,18,21.46,기타,A
199.23,9,송파구,송파동,25,19.5,기타,A
84.96,7,양천구,신정동,19,9.8,기타,A
59.91,12,양천구,신정동,23,5.2,기타,A
73.13,14,영등포구,영등포동,22,9.93,기타,B
84.99,9,송파구,잠실동,16,23.15,기타,B
98.55,12,송파구,잠실동,16,27.5,기타,C
67.2,1,영등포구,신길동,23,6.5,기타,A
59.95,16,양천구,신정동,2,9.5,기타,A
84.95,2,양천구,신정동,3,12.9,래미안,A
84.95,2,양천구,신정동,3,12.9,래미안,B
55.02,4,양천구,신정동,37,11.8,기타,C
100.82,4,송파구,방이동,36,21,기타,A
43.2,5,양천구,신월동,36,4.25,기타,C
217.36,14,용산구,이촌동,50,21,기타,A
71.2,1,송파구,신천동,45,16.85,기타,B
31.73,21,영등포구,당산동2가,25,3.67,기타,A
82.77,8,영등포구,당산동2가,30,10,기타,B
56.54,2,양천구,신월동,22,2.9,기타,A
84.89,3,강동구,성내동,22,7.3,기타,A
84.72,20,광진구,자양동,31,14,기타,B
66.95,2,강동구,둔촌동,15,4.4,기타,A
59.94,15,영등포구,당산동5가,27,7.98,기타,A
59.94,15,영등포구,당산동5가,27,7.98,기타,A
65.1,10,양천구,목동,38,16,기타,C
66,9,양천구,목동,39,15,기타,C
113.87,7,마포구,도화동,26,11.4,기타,A
59.94,16,광진구,광장동,28,10.3,기타,A
85,17,강서구,등촌동,20,9.45,기타,B
59.76,6,광진구,광장동,24,11.1,기타,B
84.94,8,마포구,공덕동,3,17,기타,A
84.99,2,강서구,화곡동,9,11.47,힐스테이트,C
128.81,8,강서구,화곡동,9,14.2,힐스테이트,B
84.84,15,성동구,금호동4가,17,13.65,기타,A
15.63,3,광진구,화양동,10,1.32,기타,B
59.94,14,중구,신당동,22,10,기타,B
114.88,11,중구,신당동,22,16.2,기타,C
69,7,광진구,광장동,37,9.7,기타,A
69,7,광진구,광장동,37,9.7,기타,A
59.71,15,강동구,상일동,3,11,자이,A
84.96,6,강동구,상일동,13,9.4,기타,A
59.25,7,강동구,명일동,5,11.6,래미안,B
84.97,10,성동구,금호동2가,12,13.4,자이,A
57.63,13,중구,신당동,25,8,기타,A
84.71,6,성동구,행당동,24,11.4,기타,B
59.98,8,강서구,내발산동,19,10.65,힐스테이트,C
84.98,11,강동구,암사동,16,12.52,롯데캐슬,B
59.79,11,강동구,고덕동,5,12.3,기타,B
84.24,14,강동구,고덕동,5,16.45,기타,C
85,14,서대문구,북아현동,9,14,기타,B
59.77,3,서대문구,북아현동,28,9.49,기타,B
49.5,14,강서구,가양동,32,7.1,기타,B
99,6,강서구,가양동,11,8.5,자이,A
18.35,16,동대문구,장안동,9,1.05,기타,A
49.56,6,강서구,가양동,32,6.95,기타,B
59.88,4,마포구,중동,23,7.08,기타,B
50.54,5,마포구,성산동,38,9,기타,C
84.705,8,중랑구,면목동,9,9.1,기타,B
84.71,8,중랑구,면목동,9,9.1,기타,B
49.77,11,강서구,방화동,30,5.9,기타,C
84.92,6,동대문구,전농동,12,9.4,래미안,A
78.29,2,은평구,수색동,21,6.4,기타,C
59.93,15,서대문구,홍제동,24,7.2,기타,B
59.77,3,동대문구,휘경동,3,7.5,기타,A
11.48,11,동대문구,이문동,4,2,기타,B
84.98,24,성북구,종암동,15,9.15,래미안,A
84.92,3,성북구,정릉동,20,6.9,힐스테이트,A
13.2,14,동대문구,이문동,11,0.95,기타,A
59.98,7,성북구,석관동,5,8.2,래미안,B
84.9,1,성북구,석관동,26,7.15,기타,B
59.76,5,중랑구,신내동,28,5.7,기타,C
83.04,1,은평구,불광동,22,2.99,기타,A
59.04,9,노원구,공릉동,30,4.99,기타,A
59.04,9,노원구,공릉동,30,4.99,기타,B
59.4,6,노원구,하계동,25,5.6,기타,B
114.78,4,강북구,수유동,23,7.1,래미안,A
90.94,14,도봉구,창동,36,9.1,기타,B
115.65,1,노원구,중계동,31,11.05,기타,B
84.99,5,도봉구,창동,21,8.1,기타,B
42.93,11,도봉구,쌍문동,36,3.05,기타,B
84.46,1,도봉구,쌍문동,33,5.2,기타,B
60,25,노원구,상계동,3,7.75,기타,B
84.97,1,금천구,시흥동,20,5.22,기타,B
59.94,15,금천구,시흥동,24,4.08,기타,B
114.7,10,관악구,신림동,16,8.08,기타,A
59.97,22,금천구,독산동,6,8.22,롯데캐슬,B
84.91,4,서초구,방배동,21,14,래미안,A
114.84,8,송파구,장지동,9,18.9,기타,C
84.69,2,서초구,양재동,28,13.35,기타,C
15.98,13,관악구,봉천동,11,1.45,기타,A
31.9,10,관악구,봉천동,11,2.95,기타,A
84.99,10,송파구,문정동,8,14.6,기타,B
59.97,8,강남구,개포동,5,19.93,래미안,C
59.94,16,구로구,구로동,21,4.4,기타,A
59.94,16,구로구,구로동,21,4.4,기타,A
59.76,13,관악구,봉천동,24,6.4,기타,B
147.98,4,구로구,항동,5,13.1,기타,B
147.98,4,구로구,항동,5,13.1,기타,B
49.96,9,강남구,수서동,32,12,기타,B
78.67,3,구로구,구로동,20,8.1,래미안,B
84.75,11,송파구,문정동,36,16.4,기타,C
60.13,14,강남구,개포동,41,18.5,기타,B
83.21,10,강남구,개포동,41,25.65,기타,C
83.21,10,강남구,개포동,41,25.65,기타,C
59.99,7,관악구,봉천동,19,7.1,기타,B
78.58,13,서초구,서초동,21,8.39,기타,A
49.86,4,강남구,개포동,32,13.5,기타,A
164.36,2,서초구,서초동,24,28.5,기타,B
84.98,28,송파구,가락동,6,20.3,기타,C
84.77,17,동작구,신대방동,3,12,자이,A
84.68,10,강남구,역삼동,19,23.9,기타,C
59.62,22,서초구,서초동,7,21.2,기타,C
39.2,17,강남구,역삼동,23,3,기타,A
59.91,22,송파구,송파동,27,9,기타,A
84.88,12,동작구,노량진동,23,10.1,기타,B
27.68,4,송파구,잠실동,16,9.1,기타,A
84.99,23,송파구,잠실동,16,23.45,기타,B
83,20,강남구,삼성동,21,19,기타,A
84.98,17,양천구,신정동,2,12.7,기타,A
136.21,9,용산구,이촌동,47,28.5,기타,C
84.63,2,양천구,신정동,32,8.4,기타,A
100.82,10,송파구,방이동,36,21,기타,C
58.96,12,영등포구,문래동3가,36,7.8,기타,B
84.9,7,영등포구,문래동6가,27,9.3,기타,B
84.9,21,송파구,신천동,16,19.7,기타,A
84.88,10,용산구,이촌동,27,17.8,기타,A
82.77,17,영등포구,당산동2가,30,10.6,기타,C
83.11,13,광진구,자양동,31,11.9,기타,A
82.17,12,영등포구,당산동,19,7.15,기타,A
73.63,2,양천구,신정동,15,4.1,기타,A
84.36,5,강동구,둔촌동,20,6.95,기타,A
95.27,5,양천구,목동,38,19.5,기타,C
123.76,7,영등포구,당산동5가,40,14.4,기타,A
93.18,1,양천구,목동,38,20.1,기타,C
47.36,10,강동구,성내동,20,5.86,기타,B
84.97,10,강서구,화곡동,19,7.9,기타,B
43.82,5,강서구,화곡동,24,1.55,기타,A
43.82,5,강서구,화곡동,24,1.55,기타,A
82.62,4,용산구,한남동,13,16,기타,C
90.06,11,양천구,목동,39,19.8,기타,C
59.95,7,송파구,풍납동,26,8.75,기타,B
84.45,13,용산구,효창동,14,16.25,기타,C
84.82,8,성동구,옥수동,25,14.2,기타,B
59.95,21,광진구,광장동,28,9.2,기타,A
126.07,15,마포구,도화동,41,9.9,기타,A
75.55,6,광진구,광장동,35,14,기타,C
84.69,6,마포구,염리동,21,17.5,자이,C
84.69,4,강동구,천호동,20,6.9,기타,A
58.53,3,강서구,화곡동,18,2.19,기타,A
84.77,2,마포구,대흥동,25,12.85,기타,B
84.73,12,성동구,옥수동,12,18.5,래미안,A
84.73,12,성동구,옥수동,12,18.5,래미안,B
84.73,6,마포구,신공덕동,24,11.35,래미안,A
59.99,11,강서구,화곡동,9,9.4,힐스테이트,B
84.99,5,강서구,화곡동,9,12.4,힐스테이트,C
59.94,8,중구,신당동,22,10.1,기타,B
59.98,11,강동구,상일동,5,10.37,롯데캐슬,A
84.15,2,강동구,상일동,5,11.5,롯데캐슬,A
84.97,15,강서구,화곡동,16,11.6,기타,B
84.9,28,마포구,신수동,5,18.2,기타,C
66,3,강서구,내발산동,1,7.0994,기타,A
74.03,1,강서구,내발산동,1,7.5452,기타,A
59.95,13,강서구,등촌동,21,6.7,기타,B
59.97,11,성동구,행당동,29,8.57,기타,C
59.98,17,강서구,내발산동,19,10.5,힐스테이트,C
12.88,8,마포구,대흥동,10,1.77,기타,A
111.22,23,강동구,암사동,16,15.35,롯데캐슬,B
84.87,7,성동구,행당동,24,11,기타,A
59.35,10,강동구,고덕동,8,12.63,힐스테이트,B
59.96,21,강동구,고덕동,8,11.6,힐스테이트,A
59.9,6,중구,신당동,24,6.3,기타,A
49.5,3,강서구,가양동,32,6.65,기타,B
40.86,5,성동구,마장동,38,6.9,기타,C
84.87,1,강서구,마곡동,19,9.4,기타,A
59.94,30,중구,황학동,16,8,롯데캐슬,B
59.92,3,강서구,방화동,20,5.9,기타,B
50.03,9,마포구,성산동,38,8.95,기타,C
84.99,11,동대문구,답십리동,5,11.98,래미안,A
114.88,16,서대문구,남가좌동,24,10.5,래미안,A
59.73,5,마포구,상암동,14,8.6,기타,B
84.83,20,서대문구,홍은동,7,10.75,기타,C
84.84,4,중랑구,중화동,19,6,기타,A
59.92,11,동대문구,이문동,24,6.05,기타,B
126.6,28,성북구,하월곡동,13,11.8,기타,C
56.5,3,은평구,역촌동,9,4.93,기타,C
59.95,8,성북구,상월곡동,21,5.85,기타,B
59.97,5,성북구,길음동,19,7,기타,B
59.15,1,노원구,월계동,19,6.3,기타,B
84.97,9,노원구,월계동,22,8.5,기타,B
49.48,4,강북구,미아동,5,6,기타,C
84.95,9,은평구,갈현동,21,6.5,기타,B
84.65,10,노원구,공릉동,24,7.77,기타,B
144.39,7,은평구,불광동,31,5.7,기타,A
59.4,8,노원구,공릉동,24,4.85,기타,B
74.96,23,노원구,공릉동,2,9.15,기타,A
36.16,11,도봉구,창동,35,3.3,기타,B
44.1,12,노원구,중계동,34,4.69,기타,B
84.94,6,노원구,중계동,32,6.65,기타,A
41.3,14,도봉구,창동,34,3.7,기타,B
59.88,7,노원구,상계동,19,6.7,기타,B
84.98,6,도봉구,방학동,31,5,기타,B
70.3,12,도봉구,쌍문동,34,4.65,기타,A
59.96,2,노원구,상계동,23,4.25,기타,A
59.95,10,구로구,개봉동,24,4.95,기타,B
84.97,2,관악구,신림동,16,6.3,기타,A
59.86,7,금천구,독산동,5,6.6,기타,B
84.58,7,서초구,양재동,33,15,기타,C
136.38,4,서초구,방배동,39,23.5,기타,C
84.94,10,송파구,장지동,17,12,기타,A
84.99,3,구로구,항동,20,7.3,기타,B
113.83,8,관악구,봉천동,20,10.4,기타,A
130.55,46,강남구,도곡동,25,25.7,기타,B
97.63,2,강남구,수서동,31,16.6,기타,B
114.75,3,관악구,봉천동,21,9.1,기타,A
84.77,5,동작구,사당동,20,10,롯데캐슬,A
35.9,8,서초구,서초동,20,3.55,기타,A
84.97,8,강남구,도곡동,29,18.35,기타,A
130.26,18,강남구,도곡동,17,27,기타,C
35.22,7,서초구,서초동,22,3.19,기타,B
84.57,16,동작구,신대방동,28,9.4,기타,B
59.92,17,송파구,가락동,27,10.7,기타,A
84.94,7,동작구,신대방동,23,9.9,기타,B
84.98,32,송파구,가락동,6,20.1,기타,C
96.87,15,서초구,서초동,21,22.4,래미안,B
84.98,14,영등포구,신길동,3,13.55,자이,A
59.99,34,서초구,반포동,14,22.6,기타,A
84.99,1,영등포구,신길동,5,11,기타,B
59.87,7,영등포구,신길동,4,11.2,힐스테이트,B
64.26,12,송파구,송파동,40,12.85,기타,C
59.97,12,서초구,반포동,8,25.7,기타,C
84.97,18,영등포구,도림동,10,10.9,자이,B
112.25,10,서초구,잠원동,44,26.98,기타,C
112.25,10,서초구,잠원동,44,26.98,기타,C
27.68,32,송파구,잠실동,16,11.6,기타,A
59.91,7,서초구,잠원동,26,18,기타,A
84.86,3,서초구,잠원동,26,22,기타,B
84.63,10,양천구,신정동,32,8.6,기타,A
84.57,5,강남구,청담동,27,17.25,기타,A
27.69,14,양천구,신월동,25,1.795,기타,B
216.29,18,양천구,신정동,21,24.5,기타,B
84.94,16,용산구,서빙고동,22,15.9,기타,A
80.4,12,양천구,신월동,20,4.83,기타,A
68.26,1,강동구,성내동,20,5.75,기타,A
145.68,7,영등포구,당산동5가,40,16,기타,A
84.81,18,성동구,성수동1가,7,30,기타,C
59.94,16,영등포구,양평동5가,28,8.3,기타,B
59.76,15,마포구,신공덕동,24,11.3,래미안,B
85,8,강서구,등촌동,20,9.2,기타,B
84.94,9,마포구,공덕동,25,13.58,래미안,A
59.98,14,강서구,화곡동,16,9.7,기타,C
75.51,13,성동구,응봉동,38,12.2,기타,C
59.64,8,강동구,암사동,24,8.5,기타,B
59.64,7,강동구,암사동,24,8.6,기타,B
59.87,5,강서구,염창동,19,6.7,기타,B
84.38,7,강서구,내발산동,19,6.4,기타,A
59.94,11,강동구,암사동,25,8,기타,B
84.87,11,강동구,암사동,28,7.77,기타,A
59.99,2,강동구,고덕동,13,11.1,기타,B
84.85,9,마포구,망원동,16,8.7,기타,B
49.5,2,강서구,가양동,32,7.2,기타,C
65.58,12,동대문구,장안동,19,6,기타,C
84.99,13,성동구,하왕십리동,8,16.3,기타,C
84.91,7,동대문구,답십리동,17,9.72,기타,B
84.97,2,동대문구,답십리동,5,11,래미안,B
49.77,4,강서구,방화동,31,4.65,기타,C
49.9,7,마포구,상암동,21,7.7,기타,B
59.72,19,중랑구,면목동,24,6.93,기타,C
84.9,3,동대문구,장안동,28,6.3,기타,B
84.87,7,중랑구,면목동,4,10.6,기타,C
15.61,3,동대문구,제기동,10,1.63,기타,B
84.62,21,동대문구,휘경동,5,10.55,기타,B
84.68,2,성북구,돈암동,25,6,기타,A
79.98,17,성북구,하월곡동,20,6.6,기타,A
58.9,14,중랑구,망우동,20,4.75,기타,B
84.99,1,성북구,종암동,13,9.7,래미안,B
84.08,20,중랑구,신내동,27,6.35,기타,A
24.39,7,은평구,대조동,5,2.77,기타,B
59.75,15,성북구,하월곡동,18,7.125,래미안,C
54.55,4,성북구,석관동,26,5.5,기타,C
59.64,1,중랑구,묵동,25,4.76,기타,B
84.87,5,강북구,미아동,21,6.97,기타,A
59.72,1,중랑구,신내동,11,5.82,기타,B
84.3,19,노원구,월계동,19,8.4,기타,B
59.98,19,강북구,미아동,20,5.8,기타,C
84.89,7,강북구,미아동,20,6.65,기타,B
59.92,12,노원구,월계동,8,7,기타,B
84.92,4,강북구,수유동,31,6.3,기타,B
49.85,10,노원구,중계동,34,5.08,기타,B
49.85,10,노원구,중계동,34,5.08,기타,B
141.45,7,노원구,중계동,31,13.5,기타,B
41.3,4,노원구,상계동,36,4.3,기타,C
101.99,4,노원구,중계동,31,11.65,기타,C
58.01,4,노원구,상계동,37,6.7,기타,B
58.46,14,노원구,중계동,32,6.7,기타,B
84.88,18,노원구,중계동,25,8.85,기타,B
58.01,12,노원구,상계동,36,6.35,기타,C
44.5,5,도봉구,쌍문동,36,2.5,기타,B
41.3,12,노원구,상계동,35,3.65,기타,B
49.77,1,도봉구,도봉동,28,3,기타,B
84.97,6,도봉구,도봉동,21,6.3,기타,B
