면적,층수,구,동,년수,가격,브랜드,등급
59.895,15,은평구,수색동,21,6.25,기타,B
64.92,1,은평구,응암동,18,3.97,기타,A
15.424,7,성북구,동소문동5가,6,2.2,기타,B
59.67,16,성북구,종암동,24,6.45,기타,B
15.73,19,중랑구,상봉동,9,1.3,기타,B
59.76,17,중랑구,중화동,27,6.65,기타,B
84.4,8,성북구,정릉동,15,8.7,기타,C
114.988,8,동대문구,이문동,23,9.3,래미안,A
58.09,18,은평구,신사동,31,4.5,기타,B
68.12,5,중랑구,상봉동,28,6.3,기타,B
84.96,23,성북구,길음동,14,11.5,래미안,B
84.049,7,성북구,길음동,17,10.7,래미안,B
59.855,4,성북구,하월곡동,21,6.9,기타,C
84.844,2,성북구,길음동,21,8.05,기타,B
84.844,4,성북구,길음동,21,8.4,기타,B
49.77,11,은평구,대조동,12,5,기타,B
30.62,8,은평구,대조동,10,3,기타,B
59.9,9,성북구,길음동,5,10.8,래미안,C
49.82,11,중랑구,신내동,28,4.83,기타,C
59.76,1,중랑구,신내동,28,5.28,기타,C
59.82,11,강북구,미아동,13,7.29,기타,C
60,1,성북구,정릉동,19,5.35,기타,B
81.17,4,성북구,정릉동,18,3.67,기타,A
59.99,6,성북구,장위동,4,9.4,래미안,C
84.6,7,노원구,공릉동,24,6.2,기타,A
49.6,11,노원구,공릉동,25,5.4,기타,B
51.48,10,노원구,월계동,38,6.6,기타,C
34.44,13,노원구,공릉동,30,3,기타,B
59.37,4,은평구,진관동,15,7.4,기타,C
101.81,5,은평구,진관동,15,11.25,기타,C
84.6,12,노원구,하계동,27,9,기타,A
59.9,6,노원구,중계동,25,5.4,기타,B
84.75,16,노원구,중계동,25,8.2,기타,B
73.94,2,노원구,상계동,37,7.7,기타,C
44.52,7,노원구,중계동,32,4.95,기타,B
58.46,6,노원구,중계동,32,7.2,기타,C
41.3,14,노원구,상계동,36,4.85,기타,C
84.66,1,도봉구,쌍문동,34,3.2,기타,A
43.35,11,노원구,상계동,35,3.25,기타,C
68.68,5,노원구,상계동,21,3.45,기타,A
84.94,12,도봉구,도봉동,29,6.1,기타,B
79.97,1,강남구,개포동,37,20.7,기타,B
82.75,13,관악구,봉천동,25,9,기타,B
84.81,4,강남구,개포동,38,26.9,기타,C
80.515,30,서초구,서초동,4,19.35,기타,A
84.96,5,강남구,도곡동,30,17.1,기타,A
84.609,3,동작구,상도동,12,14.5,힐스테이트,C
83.56,5,강남구,대치동,41,18,기타,C
128.41,45,구로구,신도림동,13,17.3,기타,B
59.82,17,동작구,노량진동,27,8.9,기타,C
59.946,4,양천구,신월동,21,6.1,기타,B
59.948,10,양천구,신월동,10,8.75,롯데캐슬,C
59.88,13,용산구,이촌동,26,18,기타,C
84.991,19,양천구,목동,9,14,기타,A
59.99,9,영등포구,양평동2가,25,5.99,기타,B
84.65,25,영등포구,영등포동7가,7,16.9,기타,B
59.37,20,영등포구,당산동4가,24,10.87,기타,B
71.98,8,영등포구,당산동5가,4,16.3,기타,C
59.88,15,강동구,성내동,25,9.3,기타,C
59.97,28,마포구,토정동,27,12.3,기타,B
84.87,23,강서구,염창동,25,9.8,기타,B
79.8,12,성동구,응봉동,34,11.6,기타,C
84.97,11,마포구,창전동,21,11.99,기타,B
58.14,11,강서구,등촌동,29,7.85,기타,C
59.99,6,동대문구,답십리동,10,11.8,래미안,A
60,8,종로구,무악동,24,9.3,기타,B
60,8,종로구,무악동,24,9.3,기타,B
60,8,종로구,무악동,24,9.3,기타,B
82.49,5,동대문구,답십리동,24,7.2,기타,A
84.87,5,중랑구,면목동,4,12.45,기타,C
84.92,7,강북구,미아동,20,7.15,기타,B
59.595,10,은평구,갈현동,27,4.93,기타,B
59.98,12,노원구,공릉동,2,8.34,기타,C
39.78,3,노원구,하계동,35,4.1,기타,B
59.4,8,노원구,하계동,25,5.9,기타,B
59.91,6,금천구,시흥동,22,4.5,기타,B
84.84,5,금천구,시흥동,22,6.3,기타,B
41.26,12,금천구,시흥동,43,4.2,기타,C
59.97,6,서초구,우면동,12,13.3,기타,B
84.84,14,서초구,우면동,11,15.3,기타,B
83.03,3,관악구,봉천동,19,5.5,기타,B
58.136,11,구로구,구로동,20,7.8,래미안,B
33.56,2,구로구,구로동,30,1.6,기타,B
84.967,9,동작구,사당동,21,11.45,래미안,A
44.64,3,구로구,구로동,26,4.5,기타,C
44.64,7,구로구,구로동,26,4.7,기타,C
59.76,9,관악구,봉천동,24,7,기타,A
113.63,21,송파구,거여동,3,17.95,기타,C
84.96,11,서초구,서초동,35,17.9,기타,B
35.22,4,서초구,서초동,22,3.135,기타,A
113.93,20,동작구,신대방동,23,10.05,기타,A
110.66,8,송파구,가락동,6,27.4,기타,C
110.66,10,송파구,가락동,6,28.3,기타,C
60,22,구로구,신도림동,24,10.15,기타,C
84.83,10,송파구,잠실동,17,25.8,기타,C
84.91,5,송파구,오금동,36,15.45,기타,B
59.577,16,동작구,흑석동,5,19.3,기타,C
114.98,3,양천구,신정동,13,8.5,기타,A
84.3,9,송파구,방이동,23,10.6,기타,A
59.9,4,동작구,본동,13,13.85,래미안,C
121.53,20,영등포구,문래동3가,23,16.7,자이,B
83.06,6,송파구,방이동,36,21.5,기타,C
84.89,9,강남구,신사동,16,21.8,래미안,C
79.24,7,영등포구,여의도동,53,22.8,기타,B
45.55,18,영등포구,당산동2가,25,5.3,기타,A
89.44,7,양천구,신정동,22,5,기타,A
84.95,30,송파구,풍납동,5,20.3,기타,C
114.51,21,영등포구,영등포동8가,20,15.25,기타,B
84.72,6,광진구,자양동,32,12,기타,B
84.88,5,강동구,길동,21,10.7,자이,B
84.75,18,광진구,구의동,28,14.35,기타,C
48.12,4,광진구,구의동,4,5.155,기타,C
114.03,14,마포구,용강동,21,20.7,래미안,B
115.946,13,광진구,구의동,3,21.6,기타,C
84.77,14,마포구,대흥동,25,16.1,기타,C
114.771,5,성동구,금호동4가,12,22,기타,C
84.838,2,성동구,금호동4가,17,14.5,기타,B
84.97,24,양천구,목동,19,12.25,롯데캐슬,A
59.76,8,마포구,염리동,23,11.1,래미안,A
59.98,13,강서구,화곡동,16,10.8,기타,C
101.65,13,강서구,화곡동,16,13.3,기타,C
84.96,1,강동구,암사동,19,6.3,기타,A
84.96,1,강동구,암사동,19,6.3,기타,B
59.84,11,강서구,내발산동,16,8.45,기타,B
157.24,8,강동구,암사동,22,11.8,기타,A
59.943,11,중구,만리동2가,7,15.75,자이,C
59.943,11,중구,만리동2가,7,15.75,자이,C
84.96,10,강서구,등촌동,25,8.85,기타,B
59.98,5,강서구,내발산동,19,11.1,힐스테이트,C
84.98,18,강동구,암사동,16,13.7,롯데캐슬,B
58.14,14,강서구,등촌동,29,8.08,기타,C
84.55,11,강서구,마곡동,10,17.5,기타,C
16.55,15,중구,흥인동,10,1.43,기타,B
68.03,3,성동구,홍익동,49,5.99,기타,B
59.91,5,성동구,마장동,26,8.79,기타,C
84.96,14,강서구,마곡동,3,14.85,기타,C
72.43,8,강서구,방화동,15,9.2,기타,C
59.81,18,동대문구,답십리동,6,12.2,힐스테이트,C
147.31,14,종로구,사직동,16,19.7,기타,B
84.77,9,중랑구,면목동,29,7.75,기타,B
84.8,19,동대문구,휘경동,23,7.9,기타,A
114.84,15,성북구,삼선동4가,25,7.14,기타,A
84.87,13,성북구,돈암동,26,7.4,기타,B
33.94,7,중랑구,망우동,12,2.29,기타,B
84.2,8,은평구,응암동,16,7.35,기타,B
84.84,6,은평구,신사동,20,4.36,기타,A
54,1,중랑구,상봉동,25,4.7,기타,B
84.92,18,성북구,정릉동,20,8.1,힐스테이트,A
57.57,10,은평구,녹번동,16,4.85,기타,A
84.72,2,은평구,역촌동,20,5.15,기타,A
59.817,4,은평구,불광동,15,7.5,힐스테이트,B
59.94,12,노원구,월계동,22,7.53,기타,C
59.95,9,노원구,월계동,24,6.65,기타,B
61.151,3,노원구,공릉동,24,5.42,기타,B
84.89,3,은평구,진관동,14,8,기타,B
74.95,14,노원구,공릉동,2,9.37,기타,C
74.95,17,노원구,공릉동,2,9.47,기타,C
49.5,11,노원구,하계동,35,5.1,기타,B
59.94,11,강북구,번동,27,4.3,기타,B
84.99,3,노원구,하계동,28,7.1,기타,B
36.34,7,도봉구,창동,35,3.14,기타,B
84.98,3,도봉구,쌍문동,10,7,기타,B
38.79,5,노원구,중계동,36,1.677,기타,A
46.8,7,노원구,상계동,35,3.27,기타,B
84.9,4,도봉구,방학동,29,4.5,기타,A
59.93,2,서초구,신원동,10,12.7,기타,B
84.95,9,강남구,세곡동,13,10.5,기타,A
85.63,4,동작구,사당동,23,5.1,기타,C
84.79,8,관악구,신림동,19,8.9,기타,C
59.94,14,구로구,항동,5,6.45,기타,B
99.79,6,강남구,일원동,31,23.3,기타,A
50.14,16,구로구,구로동,18,6.45,기타,A
31.81,13,강남구,도곡동,20,3.1,기타,A
84.34,5,서초구,서초동,35,17.4,기타,B
84.83,14,강남구,도곡동,38,20.4,기타,B
117.585,7,송파구,문정동,36,20.9,기타,C
136.325,7,송파구,문정동,36,22.18,기타,B
136.325,11,송파구,문정동,36,23.45,기타,C
49.8,7,송파구,거여동,27,7.6,기타,B
59.73,12,송파구,거여동,27,8.72,기타,B
84.96,8,관악구,봉천동,21,9,기타,B
84.96,8,관악구,봉천동,21,9,기타,B
59.96,13,강남구,도곡동,23,15.7,래미안,A
84.122,8,강남구,도곡동,17,22.5,기타,C
52.29,3,강남구,일원동,32,11,기타,A
39.53,15,강남구,개포동,32,12.05,기타,A
84.783,14,동작구,상도동,12,14.9,힐스테이트,C
49.47,8,영등포구,대림동,2,6.4,자이,B
131.41,9,서초구,방배동,48,20.95,기타,B
84.8,10,송파구,가락동,33,10.85,기타,A
17.684,5,강남구,역삼동,12,1.5,기타,A
84.92,11,송파구,송파동,32,14.4,기타,C
34.82,16,강남구,역삼동,23,3.17,기타,A
84.99,9,구로구,고척동,25,6.5,기타,C
84.82,20,송파구,잠실동,18,24.95,기타,C
84.974,31,영등포구,도림동,10,12,자이,B
84.65,6,양천구,신정동,23,12,래미안,A
84.87,15,서초구,잠원동,31,21.2,기타,A
59.4,7,영등포구,당산동1가,16,8.02,기타,B
84.9,3,송파구,신천동,16,21.9,기타,C
114.96,19,용산구,이촌동,26,28,기타,B
114.96,19,용산구,이촌동,26,28,기타,C
114.96,19,용산구,이촌동,26,28,기타,C
114.96,19,용산구,이촌동,26,28,기타,C
84.98,17,용산구,이촌동,24,21,기타,C
84.8,11,양천구,신월동,17,6.45,기타,A
84.991,11,양천구,목동,9,19.05,기타,C
84.039,4,영등포구,당산동4가,9,11.4,기타,B
84.98,4,영등포구,당산동4가,7,15,롯데캐슬,C
25.328,19,성동구,성수동1가,7,11.4,기타,A
47.52,9,양천구,목동,39,13.5,기타,C
84.985,15,마포구,도화동,27,15,기타,C
136.65,10,마포구,도화동,27,15.85,기타,B
80.79,5,강동구,길동,21,7.2,기타,B
134.988,16,강서구,등촌동,20,12.5,기타,A
84.81,6,광진구,광장동,24,16.6,기타,C
59.98,9,강동구,천호동,24,7.05,기타,B
57.84,2,강동구,천호동,33,5.1,기타,B
84.898,11,성동구,금호동4가,12,18.45,기타,B
84.99,8,강동구,천호동,17,14,기타,C
84.88,6,중구,신당동,22,12.38,기타,C
84.87,4,마포구,공덕동,36,11.85,기타,B
84.23,3,강동구,상일동,32,8.6,기타,A
84.23,3,강동구,상일동,32,8.6,기타,A
84.23,3,강동구,상일동,32,8.6,기타,A
84.859,15,마포구,공덕동,13,17.95,래미안,C
59.85,8,마포구,신수동,27,10.3,기타,B
57.88,20,마포구,염리동,27,8,기타,A
59.928,6,마포구,염리동,3,17.65,자이,C
112.93,3,강동구,명일동,38,16.5,기타,C
84.972,5,중구,만리동2가,7,17.25,자이,C
84.96,7,강서구,등촌동,25,8.9,기타,B
65.37,11,중구,신당동,25,11.5,기타,C
39.6,6,강서구,가양동,31,5.7,기타,B
56.02,7,서대문구,천연동,18,7.8,기타,B
59.85,3,마포구,성산동,24,6.1,기타,A
59.91,25,성동구,마장동,26,8.9,기타,B
39.6,7,강서구,가양동,32,6,기타,B
84.65,14,강서구,마곡동,3,13.85,기타,B
84.85,14,강서구,마곡동,3,14.4,기타,C
59.43,13,마포구,성산동,38,11.5,기타,C
84.98,3,서대문구,남가좌동,9,12.9,자이,C
64.85,9,동대문구,장안동,17,8.78,래미안,A
97.03,7,종로구,익선동,26,8.3,기타,B
59.98,11,강서구,마곡동,25,7,기타,A
59.6,7,중랑구,면목동,25,5.15,기타,B
59.93,16,서대문구,홍제동,24,7.15,기타,B
132.96,18,성북구,돈암동,26,9.78,기타,A
59.934,6,성북구,돈암동,8,8.5,기타,C
59.88,20,성북구,하월곡동,26,6.3,기타,B
84.972,8,동대문구,이문동,21,8.95,기타,C
84.91,19,성북구,하월곡동,13,7.9,기타,B
15.35,6,중랑구,묵동,11,1.15,기타,B
83.46,2,은평구,구산동,20,4,기타,A
66.96,9,중랑구,신내동,29,5.9,기타,B
59.98,14,강북구,미아동,20,5.99,기타,B
33.28,3,노원구,월계동,38,5.5,기타,C
51.48,12,노원구,월계동,38,6.8,기타,C
41.3,15,강북구,번동,33,4,기타,B
49.94,6,강북구,번동,33,5.09,기타,C
49.5,14,노원구,공릉동,30,4.82,기타,B
74.95,22,노원구,공릉동,2,9.43,기타,A
166.98,14,은평구,진관동,14,14.6,힐스테이트,A
84.99,11,강북구,수유동,32,5.3,기타,B
39.96,4,노원구,중계동,33,3.64,기타,B
59.52,12,노원구,중계동,27,5.25,기타,A
59.4,2,노원구,중계동,25,6.3,기타,B
44.52,15,노원구,중계동,32,3.35,기타,A
84.98,2,노원구,중계동,26,5.9,기타,A
59.28,14,노원구,상계동,36,5.6,기타,B
60.44,2,노원구,상계동,34,4.5,기타,B
49.77,4,노원구,상계동,26,4.4,기타,B
59.91,15,서초구,우면동,12,12.8,기타,B
59.9,1,금천구,시흥동,25,4.72,기타,C
59.84,18,금천구,가산동,26,6,기타,B
59.84,18,금천구,가산동,26,6,기타,B
59.84,18,금천구,가산동,26,6,기타,B
73.15,11,서초구,양재동,33,15.4,기타,C
62.38,7,관악구,봉천동,20,6.4,기타,B
59.97,9,구로구,천왕동,11,7.15,기타,C
59.98,16,관악구,봉천동,10,7.95,기타,B
105.462,16,송파구,거여동,3,16,기타,C
84.96,4,관악구,봉천동,24,8.3,기타,B
59.76,5,구로구,구로동,30,2.25,기타,B
84.705,13,송파구,문정동,36,17,기타,C
63.33,16,구로구,구로동,26,6.3,기타,B
104.01,11,강남구,도곡동,41,19.4,기타,A
55.57,7,구로구,구로동,40,4.6,기타,B
51.42,5,관악구,봉천동,19,2.9,기타,B
84.88,6,구로구,개봉동,28,6.65,기타,B
44.78,8,구로구,구로동,36,4.2,기타,B
31.75,11,구로구,구로동,22,1.47,기타,A
101.32,6,서초구,서초동,45,26,기타,C
84.98,25,송파구,가락동,6,23.1,기타,C
59.5,13,구로구,구로동,21,4.87,기타,B
64.4,14,영등포구,신길동,38,9.25,기타,B
111.32,20,서초구,서초동,21,25.5,래미안,C
83.22,3,송파구,송파동,21,7.42,기타,A
84.98,4,송파구,가락동,20,14.4,기타,A
84.99,13,구로구,고척동,35,6.52,기타,B
132.12,3,송파구,잠실동,31,12.85,기타,A
84.99,5,동작구,상도동,14,13.17,기타,C
84.33,3,동작구,흑석동,36,17.8,기타,C
135.82,20,송파구,잠실동,18,28.5,기타,B
84.13,28,강남구,논현동,10,24.8,기타,C
56.6,11,송파구,송파동,29,9.35,기타,A
51.48,15,양천구,신정동,36,12,기타,C
66.24,8,양천구,신정동,36,14.1,기타,C
84.52,6,강남구,논현동,27,17.34,기타,C
84.9,2,양천구,신정동,3,15.25,래미안,B
76.5,2,송파구,잠실동,46,28.07,기타,C
84.92,8,강남구,논현동,39,21.5,기타,C
59.4,4,강남구,청담동,27,15.5,기타,A
104.7,15,용산구,서빙고동,24,19.35,기타,B
59.9,6,영등포구,영등포동7가,26,8.7,기타,B
84.44,8,영등포구,양평동3가,19,10,기타,B
59.85,10,영등포구,당산동5가,25,11.3,기타,A
95.243,9,강동구,둔촌동,40,15.2053,기타,C
95.243,11,강동구,둔촌동,40,16.035,기타,C
48.41,5,용산구,한남동,7,8.8,기타,A
51.48,1,양천구,목동,39,15.25,기타,C
83.23,1,양천구,목동,39,21.8,기타,C
68.58,4,성동구,옥수동,38,11.05,기타,A
84.692,2,마포구,염리동,21,18.4,자이,C
113.803,4,마포구,염리동,21,20.5,자이,C
135.376,5,마포구,염리동,21,21.5,자이,C
114.24,4,마포구,대흥동,24,12.5,기타,A
84.87,11,성동구,금호동4가,17,19.9,기타,C
84.87,11,성동구,금호동4가,17,19.9,기타,C
84.94,14,마포구,공덕동,3,19.4,기타,C
59.98,11,강서구,화곡동,16,10.8,기타,C
64.53,9,강동구,천호동,39,8.25,기타,C
84.87,5,강서구,염창동,25,10.3,기타,C
84.68,2,강서구,내발산동,17,9.45,기타,B
59.751,27,마포구,신수동,5,16,기타,C
75.51,6,성동구,응봉동,38,13.35,기타,C
59.97,9,강서구,화곡동,20,6.77,기타,B
59.965,6,마포구,아현동,10,16,래미안,C
59.94,4,강동구,고덕동,29,10.5,기타,B
59.76,17,강서구,가양동,25,8.42,기타,B
84.73,5,서대문구,충정로3가,16,10,기타,C
34.44,2,강서구,가양동,32,5.3,기타,B
18.38,10,동대문구,답십리동,8,1.595,기타,A
59.95,9,종로구,창신동,25,8.3,기타,C
75.564,2,동대문구,장안동,5,9.37,기타,C
75.564,2,동대문구,장안동,5,9.37,기타,C
84.9,3,서대문구,남가좌동,25,8.47,기타,B
84.93,13,동대문구,용두동,3,14.4,기타,C
59.98,16,동대문구,전농동,6,12,롯데캐슬,C
119.32,10,서대문구,홍제동,32,10.5,기타,A
59.63,3,은평구,응암동,13,4.85,힐스테이트,A
84.87,17,성북구,돈암동,26,7.4,기타,B
84.99,7,은평구,응암동,21,6.25,기타,A
84.88,20,성북구,하월곡동,17,9.13,래미안,A
59.89,6,중랑구,망우동,12,5.9,기타,C
59.34,10,중랑구,중화동,29,5.05,기타,B
59.99,11,성북구,길음동,14,9,래미안,B
84.82,6,성북구,길음동,14,10.9,래미안,B
84.589,10,성북구,하월곡동,18,9.6,래미안,B
84.705,2,강북구,미아동,21,6.55,기타,B
84.705,4,강북구,미아동,21,6.65,기타,B
59.94,9,중랑구,묵동,24,4.87,기타,B
84.94,7,성북구,장위동,4,10.75,래미안,B
42.48,13,은평구,갈현동,0,6.37,기타,C
59.76,10,노원구,월계동,27,5.43,기타,A
59.49,10,노원구,월계동,37,6.69,기타,C
39.6,5,노원구,공릉동,30,3.675,기타,B
49.5,15,노원구,공릉동,30,4.9,기타,B
84.77,4,노원구,하계동,25,8.05,기타,B
44.52,12,노원구,중계동,32,4.9,기타,B
114.81,3,노원구,중계동,25,10.35,기타,B
54.59,10,노원구,상계동,36,4.72,기타,B
59.99,1,서초구,우면동,12,12.45,기타,C
84.92,7,강남구,자곡동,10,15.4,기타,C
124.35,10,서초구,서초동,23,18,기타,A
84.89,12,관악구,신림동,27,6.1,기타,B
114.919,8,관악구,봉천동,22,10.8,기타,B
84.7,12,서초구,방배동,23,11.9,기타,A
84.996,3,서초구,방배동,5,17.35,기타,B
84.962,14,구로구,구로동,18,6.85,기타,A
84.33,15,서초구,서초동,35,18,기타,B
50.03,9,구로구,구로동,17,6.05,기타,C
84.751,4,송파구,문정동,36,18.8,기타,C
114.69,24,관악구,봉천동,24,9.7,기타,A
59.61,4,서초구,서초동,29,7.645,기타,A
84.94,12,송파구,거여동,3,14.5,기타,B
155.97,5,강남구,도곡동,17,23,기타,A
84.958,7,구로구,궁동,17,6.3,기타,B
84.884,6,동작구,상도동,11,14,힐스테이트,C
31.75,6,구로구,구로동,22,1.5,기타,A
84.95,6,영등포구,신길동,19,9.15,기타,A
59.53,1,강남구,역삼동,19,20.1,래미안,C
59.98,4,영등포구,신길동,4,12.35,기타,A
84.874,18,동작구,상도동,6,16,기타,B
84.96,9,양천구,신정동,24,9.4,기타,A
59.88,26,송파구,잠실동,17,21.8,기타,B
114.985,3,동작구,본동,20,13.2,래미안,A
80.376,13,영등포구,신길동,11,7.85,기타,A
59.73,3,양천구,신정동,24,6.48,기타,A
84.97,11,양천구,신정동,24,9.2,기타,A
66.24,5,양천구,신정동,36,14,기타,C
114.24,4,양천구,신정동,25,10.2,기타,A
83.06,16,송파구,방이동,36,22.2,기타,C
100.82,12,송파구,방이동,36,23.4,기타,C
126.18,9,송파구,방이동,36,28,기타,C
59.49,12,양천구,신월동,36,6.25,기타,C
123.27,12,영등포구,여의도동,50,24.9,기타,C
35.24,18,송파구,신천동,16,10.05,기타,A
79.24,9,영등포구,여의도동,53,22.6,기타,C
114.96,3,용산구,이촌동,26,24.6,기타,C
43.02,2,용산구,이촌동,25,9.3,기타,A
59.88,5,양천구,목동,27,11.85,기타,B
53.88,10,양천구,목동,38,13.2,기타,A
59.85,13,영등포구,당산동5가,25,11,기타,B
51.57,4,광진구,자양동,35,8.2,기타,B
64.98,14,양천구,목동,38,17.5,기타,C
59.4,12,마포구,마포동,28,8.4,기타,B
84.87,16,강동구,길동,28,9,기타,B
84.952,11,성동구,성수동1가,22,21.9,기타,C
59.9,13,양천구,목동,24,6.1,기타,A
59.93,11,광진구,광장동,23,10.24,기타,A
59.76,25,광진구,광장동,24,11.75,기타,A
114.55,14,성동구,금호동4가,17,26.3,기타,B
59.25,4,성동구,옥수동,12,17.2,래미안,B
84.87,1,마포구,공덕동,36,10.7,기타,A
59.97,1,성동구,금호동3가,30,9.48,기타,C
84.45,4,강동구,암사동,21,6.38,기타,A
84.97,19,강동구,상일동,5,15.4,기타,B
84.82,5,강서구,내발산동,17,10.48,기타,C
18.12,7,광진구,중곡동,12,1.55,기타,C
59.94,5,강동구,고덕동,29,10.28,기타,B
84.86,6,강서구,마곡동,10,14.5,기타,C
59.96,2,강동구,고덕동,8,14.25,힐스테이트,B
59.94,17,성동구,하왕십리동,8,15.27,기타,C
59.854,18,종로구,평동,7,17.75,자이,C
84.91,20,성동구,마장동,26,9.975,기타,A
34.44,12,강서구,가양동,32,5.05,기타,C
84.971,5,서대문구,남가좌동,9,12.65,자이,B
59.79,6,서대문구,남가좌동,5,10.3,자이,B
59.78,9,중랑구,면목동,4,10.7,기타,C
49.76,16,은평구,응암동,0,5.89,기타,B
57.66,9,은평구,응암동,19,4,기타,A
18.17,2,중랑구,면목동,11,1.095,기타,A
59.933,21,은평구,응암동,4,9,기타,C
59.76,15,중랑구,중화동,27,6.85,기타,C
59.96,8,은평구,응암동,3,10.7,기타,C
59.4,4,성북구,돈암동,25,6,기타,C
59.648,14,은평구,구산동,2,5.78,기타,A
59.976,8,은평구,불광동,20,7.25,기타,C
39.84,6,중랑구,신내동,28,4,기타,C
13.89,6,은평구,대조동,11,0.9,기타,B
70.81,12,노원구,월계동,41,5.9,기타,B
41.3,2,강북구,번동,33,3.9,기타,C
49.77,13,노원구,월계동,26,3.9,기타,A
59.85,2,노원구,월계동,26,4.1,기타,B
55.672,19,도봉구,창동,22,5.1,기타,B
44.1,12,노원구,중계동,31,4.05,기타,B
32.39,3,노원구,상계동,37,4.1,기타,C
59.82,10,노원구,상계동,26,6.15,기타,B
41.3,10,노원구,상계동,36,5.15,기타,C
45.77,2,노원구,상계동,36,3.71,기타,B
59.6,14,관악구,신림동,21,4.9,기타,B
14.12,7,금천구,가산동,6,1.2,기타,B
51.82,18,송파구,장지동,11,9.8,기타,B
59.977,8,서초구,방배동,6,19.75,자이,C
50.49,7,관악구,봉천동,28,3.62,기타,A
132.43,10,동작구,신대방동,18,11.25,기타,A
56.036,5,구로구,구로동,20,7.2,래미안,B
84.751,8,송파구,문정동,36,19.1,기타,C
117.585,14,송파구,문정동,36,21,기타,C
84.98,23,동작구,사당동,6,16.95,래미안,C
44.64,11,구로구,구로동,26,4.66,기타,B
59.76,13,관악구,봉천동,24,6.95,기타,B
59.96,11,강남구,도곡동,23,21.8,래미안,C
84.985,18,동작구,사당동,3,12.75,롯데캐슬,C
84.57,14,동작구,신대방동,28,9.79,기타,B
58.46,7,송파구,가락동,38,12.5,기타,B
59.9,7,서초구,서초동,14,22,기타,C
84.95,13,송파구,가락동,6,22.8,기타,B
84.99,14,송파구,가락동,6,23.2,기타,C
59.884,10,강남구,역삼동,18,21.8,기타,C
60,7,송파구,오금동,36,9.67,기타,A
111.32,14,서초구,서초동,21,24,래미안,B
84.92,16,영등포구,신길동,7,16.45,래미안,C
115.31,10,구로구,고척동,24,8.6,기타,A
59.63,6,영등포구,대림동,29,6.3,기타,B
70.98,5,구로구,고척동,25,5.3,기타,B
70.98,5,구로구,고척동,25,5.3,기타,B
146.96,1,송파구,방이동,39,19.1,기타,B
114.36,13,송파구,오금동,27,13.5,기타,A
84.977,7,양천구,신정동,5,14.3,자이,B
84.54,11,서초구,잠원동,25,24,기타,A
84.89,2,양천구,신월동,20,6.5,기타,A
76.5,7,송파구,잠실동,46,29.77,기타,C
76.5,12,송파구,잠실동,46,29.77,기타,C
14.24,10,영등포구,영등포동1가,12,1.23,기타,B
50.67,7,양천구,신월동,36,5.45,기타,C
48.26,7,영등포구,여의도동,47,16.3,기타,B
59.95,20,양천구,신정동,8,13.9,힐스테이트,B
35.24,17,송파구,신천동,16,9.75,기타,A
63.428,8,양천구,신정동,23,7,기타,B
45.55,2,영등포구,당산동2가,25,5.4,기타,B
114.96,7,용산구,이촌동,26,26.1,기타,C
84.88,12,양천구,신정동,22,17.4,기타,C
59.55,18,용산구,이촌동,27,16.97,기타,B
84.75,26,영등포구,영등포동7가,7,17.5,기타,C
84.9,17,영등포구,당산동5가,25,13.6,기타,B
161.08,20,영등포구,당산동5가,21,22.3,래미안,A
51.48,8,마포구,마포동,32,6.4,기타,B
144.83,18,양천구,목동,24,17.5,기타,A
12.52,13,강동구,길동,11,1.035,기타,A
95.22,3,양천구,목동,38,23.1,기타,C
84.38,5,송파구,풍납동,29,10.5,기타,B
59.86,5,강동구,천호동,27,7.95,기타,C
58.65,8,마포구,도화동,14,10.4,기타,B
142.26,11,성동구,옥수동,38,16.25,기타,A
115.78,19,마포구,신공덕동,13,18.5,기타,C
84.96,5,양천구,신월동,16,7.6,롯데캐슬,A
84.92,6,마포구,상수동,10,16.9,래미안,C
84.92,6,마포구,상수동,10,16.9,래미안,C
83.52,15,강동구,명일동,39,12.2,기타,B
83.93,11,강동구,명일동,39,12.35,기타,B
84.9,4,강동구,명일동,25,9.4,기타,A
84.97,12,강서구,화곡동,16,13,기타,C
84.99,1,성동구,금호동3가,30,10.7,기타,B
58.32,17,성동구,성수동1가,25,10.5,기타,A
59.84,9,강서구,내발산동,16,8.35,기타,B
84.91,12,강동구,상일동,5,15.1,기타,C
42.93,13,강동구,명일동,41,9.48,기타,C
177.86,1,강서구,화곡동,21,12.85,롯데캐슬,A
59.99,6,강동구,암사동,16,12.5,롯데캐슬,C
84.5,12,강서구,마곡동,10,14.6,기타,C
59.028,5,강동구,고덕동,5,14.7,기타,C
17.19,8,서대문구,창천동,11,1.67,기타,B
84.78,6,강서구,등촌동,27,8.47,기타,B
59.7,15,서대문구,대현동,25,7.9,기타,C
68.11,6,성동구,하왕십리동,8,11.5,기타,A
59.91,14,동대문구,답십리동,17,9.55,기타,C
52.767,6,동대문구,답십리동,4,6.35,기타,B
84.99,18,동대문구,용두동,17,8.4,기타,A
84.92,24,중구,황학동,16,10.6,롯데캐슬,C
84.95,13,서대문구,북가좌동,12,12.7,래미안,C
146.92,10,종로구,사직동,16,19.5,기타,B
59.95,14,동대문구,답십리동,13,7.45,래미안,A
52.23,5,서대문구,연희동,43,4.5,기타,C
30.11,11,동대문구,용두동,8,4.15,기타,A
